23:58:26 | Метео-New | Нет данных
11:47:28 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:47:28 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
11:47:31 | Метео-New | Нет данных
11:48:27 | MAX-FITO | Закрыт
11:48:50 | MAX-FITO | Стартовал
11:48:53 | Метео-New | Нет данных
11:49:50 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
11:49:50 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
11:49:51 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:49:51 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
11:49:51 | Микроклимат 501 3 | Управляет
11:49:54 | Метео-New | Нет данных
11:50:50 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
11:50:50 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
11:50:51 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:50:51 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
11:50:54 | Метео-New | Нет данных
11:51:54 | Метео-New | Нет данных
11:51:56 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
11:51:56 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
11:51:56 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:51:56 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
11:52:54 | Метео-New | Нет данных
11:52:56 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
11:52:56 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
11:52:56 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:52:56 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
11:53:50 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
11:53:50 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
11:53:51 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:53:51 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
11:53:54 | Метео-New | Нет данных
11:54:00 | MAX-FITO | Закрыт
11:54:42 | MAX-FITO | Стартовал
11:54:46 | Метео-New | Нет данных
11:54:47 | MAX-FITO | Закрыт
11:57:29 | MAX-FITO | Стартовал
11:57:32 | Метео-New | Нет данных
11:58:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
11:58:18 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
11:58:44 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:58:49 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
11:58:49 | Микроклимат 501 3 | Управляет
11:58:49 | Метео-New | Нет данных
11:58:50 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
11:58:50 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
11:58:50 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:58:50 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
11:59:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
11:59:06 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
11:59:06 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:59:06 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
11:59:32 | Метео-New | Нет данных
11:59:36 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
11:59:36 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
11:59:36 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
11:59:36 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:00:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:00:06 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:00:06 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:00:06 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:00:32 | Метео-New | Нет данных
12:00:36 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:00:36 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:00:36 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:00:36 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:01:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:01:06 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:01:06 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:01:06 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:01:32 | Метео-New | Нет данных
12:01:36 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:01:36 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:01:36 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:01:36 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:02:11 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:02:12 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:02:12 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:02:12 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:02:32 | Метео-New | Нет данных
12:02:36 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:02:36 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:02:36 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:02:36 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:03:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:03:06 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:03:06 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:03:06 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:03:32 | Метео-New | Нет данных
12:03:36 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:03:36 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:03:36 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:03:36 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:04:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:04:06 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:04:06 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:04:06 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:04:32 | Метео-New | Нет данных
12:04:36 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:04:36 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:04:36 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:04:36 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:05:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:05:06 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:05:06 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:05:06 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:05:32 | Метео-New | Нет данных
12:05:36 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:05:36 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:05:36 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:05:36 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:06:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:06:06 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:06:06 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:06:06 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:06:22 | MAX-FITO | Закрыт
12:09:36 | MAX-FITO | Стартовал
12:09:39 | Метео-New | Нет данных
12:10:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:10:06 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:10:06 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:10:06 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:10:12 | Микроклимат 501 3 | Управляет
12:10:36 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:10:36 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:10:36 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:10:36 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:10:39 | Метео-New | Нет данных
12:11:06 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:11:06 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:11:06 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:11:06 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:11:36 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:11:36 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:11:36 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:11:36 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:11:39 | Метео-New | Нет данных
12:11:51 | MAX-FITO | Закрыт
12:13:18 | MAX-FITO | Стартовал
12:13:22 | Метео-New | Нет данных
12:13:49 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:13:49 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:13:49 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:13:49 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:13:49 | Микроклимат 501 3 | HELLO
12:14:07 | MAX-FITO | Закрыт
12:18:23 | MAX-FITO | Стартовал
12:18:26 | Метео-New | Нет данных
12:18:53 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:18:53 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:18:53 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:18:53 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:18:53 | Микроклимат 501 3 | HELLO
12:19:23 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:19:23 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:19:23 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:19:23 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:19:27 | Метео-New | Нет данных
12:19:53 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:19:53 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:19:53 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:19:53 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:20:23 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:20:23 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:20:23 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:20:23 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:20:27 | Метео-New | Нет данных
12:20:53 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:20:53 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:20:53 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:20:53 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:21:27 | Метео-New | Нет данных
12:21:28 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:21:29 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:21:29 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:21:29 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:21:58 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:21:58 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:21:59 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:21:59 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:22:23 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:22:23 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:22:23 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:22:23 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:22:27 | Метео-New | Нет данных
12:22:53 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:22:53 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:22:53 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:22:53 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:23:23 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:23:23 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:23:23 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:23:23 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:23:27 | Метео-New | Нет данных
12:23:53 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:23:53 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:23:53 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:23:53 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:24:23 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:24:23 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:24:23 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:24:23 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:24:27 | Метео-New | Нет данных
12:24:59 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:24:59 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:24:59 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:24:59 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:25:23 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:25:23 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:25:23 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:25:23 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:25:27 | Метео-New | Нет данных
12:25:53 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:25:53 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:25:53 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:25:53 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:26:23 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:26:23 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:26:23 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:26:23 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:26:27 | Метео-New | Нет данных
12:27:26 | Метео-New | Нет данных
12:27:35 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:27:35 | Микроклимат 501 3 | Нет приема данных
12:28:17 | Микроклимат 501 3 | Нет приема данных
12:28:27 | Метео-New | Нет данных
12:28:53 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Сделана попытка выполнить операцию на объекте, не являющемся сокетом
12:28:53 | Микроклимат 501 3 | Нет приема данных
12:29:27 | Метео-New | Нет данных
12:29:35 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:29:35 | Микроклимат 501 3 | Нет приема данных
12:30:17 | Микроклимат 501 3 | Нет приема данных
12:30:27 | Метео-New | Нет данных
12:30:53 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Сделана попытка выполнить операцию на объекте, не являющемся сокетом
12:30:53 | Микроклимат 501 3 | Нет приема данных
12:31:27 | Метео-New | Нет данных
12:31:35 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:31:35 | Микроклимат 501 3 | Нет приема данных
12:32:17 | Микроклимат 501 3 | Нет приема данных
12:32:27 | Метео-New | Нет данных
12:32:53 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Сделана попытка выполнить операцию на объекте, не являющемся сокетом
12:32:53 | Микроклимат 501 3 | Нет приема данных
12:33:27 | Метео-New | Нет данных
12:33:35 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:33:35 | Микроклимат 501 3 | Нет приема данных
12:34:17 | Микроклимат 501 3 | Нет приема данных
12:34:27 | Метео-New | Нет данных
12:34:53 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Сделана попытка выполнить операцию на объекте, не являющемся сокетом
12:34:53 | Микроклимат 501 3 | Нет приема данных
12:35:27 | Метео-New | Нет данных
12:35:35 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:35:35 | Микроклимат 501 3 | Нет приема данных
12:36:17 | Микроклимат 501 3 | Нет приема данных
12:36:27 | Метео-New | Нет данных
12:36:53 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Сделана попытка выполнить операцию на объекте, не являющемся сокетом
12:36:53 | Микроклимат 501 3 | Нет приема данных
12:37:26 | Метео-New | Нет данных
12:37:35 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:37:35 | Микроклимат 501 3 | Нет приема данных
12:38:17 | Микроклимат 501 3 | Нет приема данных
12:38:27 | Метео-New | Нет данных
12:38:53 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Сделана попытка выполнить операцию на объекте, не являющемся сокетом
12:38:53 | Микроклимат 501 3 | Нет приема данных
12:39:27 | Метео-New | Нет данных
12:39:35 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:39:35 | Микроклимат 501 3 | Нет приема данных
12:40:17 | Микроклимат 501 3 | Нет приема данных
12:40:26 | Метео-New | Нет данных
12:40:53 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Сделана попытка выполнить операцию на объекте, не являющемся сокетом
12:40:53 | Микроклимат 501 3 | Нет приема данных
12:41:27 | Метео-New | Нет данных
12:41:35 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:41:35 | Микроклимат 501 3 | Нет приема данных
12:42:17 | Микроклимат 501 3 | Нет приема данных
12:42:27 | Метео-New | Нет данных
12:42:53 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Сделана попытка выполнить операцию на объекте, не являющемся сокетом
12:42:53 | Микроклимат 501 3 | Нет приема данных
12:43:27 | Метео-New | Нет данных
12:43:35 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:43:35 | Микроклимат 501 3 | Нет приема данных
12:43:59 | MAX-FITO | Закрыт
12:44:17 | MAX-FITO | Стартовал
12:44:21 | Метео-New | Нет данных
12:45:21 | Метео-New | Нет данных
12:45:29 | Микроклимат 501 3 | Состояние климата - 192.168.1.244:2012-Обменов2 Попытка установить соединение была безуспешной, т.к. от другого компьютера за требуемое время не получен нужный отклик, или было разорвано уже установленное соединение из-за неверного отклика уже подключенного компьютера
12:45:29 | Микроклимат 501 3 | Нет приема данных
12:46:11 | Микроклимат 501 3 | Нет приема данных
12:46:11 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:46:11 | Микроклимат 501 3 | Зона 2 Температура воздуха 1 (Т1)-Отказ датчика
12:46:11 | Микроклимат 501 3 | Зона 3 Температура воздуха 1 (Т1)-Отказ датчика
12:46:11 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:46:11 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:46:11 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:46:12 | Микроклимат 501 3 | HELLO
12:46:17 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:46:17 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:46:17 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:46:17 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:46:21 | Метео-New | Нет данных
12:46:47 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
12:46:47 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
12:46:47 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
12:46:47 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
12:46:50 | MAX-FITO | Закрыт
15:17:07 | MAX-FITO | Стартовал
15:17:12 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
15:17:12 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
15:17:12 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
15:17:12 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
15:17:12 | Микроклимат 501 3 | HELLO
15:17:28 | MAX-FITO | Закрыт
16:12:50 | MAX-FITO | Стартовал
16:12:55 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:12:55 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:12:55 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:12:55 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:12:55 | Микроклимат 501 3 | Управляет
16:13:25 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:13:25 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:13:25 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:13:25 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:13:50 | Метео-New | Нет данных
16:13:55 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:13:55 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:13:55 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:13:55 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:14:25 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:14:25 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:14:25 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:14:25 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:14:50 | Метео-New | Нет данных
16:14:55 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:14:55 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:14:55 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:14:55 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:15:25 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:15:25 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
16:15:25 | Микроклимат 501 3 | Зона 2 Относит влажность воздуха-Отказ датчика
16:15:25 | Микроклимат 501 3 | Зона 3 Относит влажность воздуха-Отказ датчика
16:15:50 | Метео-New | Нет данных
16:15:55 | Микроклимат 501 3 | Зона 1 Температура воздуха 1 (Т1)-Отказ датчика
16:15:55 | Микроклимат 501 3 | Зона 1 Относит влажность воздуха-Отказ датчика
